body,rating,artist,url,title,youtube,comments,difficulty,raw_tab,key,provider,contributor,raw_html,type
,,,http://www.e-chords.com/harmonics/the-beatles/with-a-little-help-from-my-friends,With a Little Help from my Friends ,,,Easy,"
	   5    -5    6  6  -5 5  -4   5  -5  -5    
What would you do if I sang out of tune 
 -5   -5    5   -4 -4   -4   4  -4  5 
Would you stand up and walk out on me? 
 5   -5  6    6   -5   5    -4   5 -5  -5   
Lend me your ears and I'll sing you a song 
-5   -5   5  -4  -4  -4   4  -4  5 
And I'll try not to sing out of key 
6  4  5  -4  4   4  4  4   4    4   4     4 
Oh I get by with a little help from my friends 
6  4  5   -4   4   4  4  4   4    4   4     4 
Mm I get high with a little help from my friends 
6   4  -4 5  -4   4   4  4  4   4    4   4    4 
Mm I'm gonna try with a little help from my friends 

 5   -5 6 6   -5  5   -4  5  -5 -5  
What do I do when my love is away? 
  -5  -5  5 -4 -4  -4 -4  4  5 
(Does it worry you to be alone?) 
 5  -5 6  6   -5  5  -4  5  -5  -5 
How do I feel by the end of the day? 
 -5  -5   5  -4  -4    -4   -4  4    5 
(Are you sad because you're on your own?) 
6  4  5  -4  4   4  4  4   4    4   4     4 
No I get by with a little help from my friends 
6  4  5   -4   4   4  4  4   4    4   4     4 
Mm I get high with a little help from my friends 
6   4  -4 5  -4   4   4  4  4   4    4   4    4 
Mm I'm gonna try with a little help from my friends 
 6  -6   7   7 7 -7 -6 
(Do you need anybody--?) 
-4  5   5 -4 5  -4  4 
I need somebody to love 
   6   -6 7  7 7 -7 -6 
(Could it be anybody--?) 
-4  5   5 -4 5  -4  4 
I want somebody to love 

   5   -5   6  6   -5 5  -4  5   -5    -5 
(Would you believe in a love at first sight?) 
-5  -5   5  -4   -4  -4  -4  4  -4   5   5 
Yes I'm certain that it happens all the time 
  5   -5  6   6   -5   5   -4   5  -5   -5 
(What do you see when you turn out the light?) 
-5 -5    5   -4   -4 -4   -4  4    5 
I can't tell you, but I know it's mine 
6  4  5  -4  4   4  4  4   4    4   4     4 
Oh I get by with a little help from my friends 
6  4  5   -4   4   4  4  4   4    4   4     4 
Mm I get high with a little help from my friends 
6   4  -4 5  -4   4   4  4  4   4    4   4    4 
Oh I'm gonna try with a little help from my friends 
 6  -6   7   7 7 -7 -6 
(Do you need anybody--?) 
-4  5   5    -4  5  -4  4 
I just need someone to love 
   6   -6 7  7 7 -7 -6 
(Could it be anybody--?) 
-4  5   5 -4 5  -4  4 
I want somebody to love 

6  4  5  -4  4   4  4  4   4    4   4     4 
Oh I get by with a little help from my friends 
6   4  -4 5  -4   4   4  4  4   4    4   4    4 
Mm I'm gonna try with a little help from my friends 
6  4  5   -4   4   4  4  4   4    4   4     4 
Oh I get high with a little help from my friends 
 6  4  5  -4  4   4  4  4   4    4   4     4 
Yes I get by with a little help from my friends 
 4   4  4  4   4    4   4    7   
With a little help from my friends 
	  ",,echords,P!ATD,,harmonics
,,,http://www.e-chords.com/bass/the-beatles/with-a-little-help-from-my-friends,With a Little Help from my Friends ,,,Beginner,"
	  

The 



Album: Sgt. Pepper's lonely hearts club band
Played by: Paul McCartney
Tabbed by: Fjon (fjonklein@excite.com)

Verse 1

G|----------|----------|----------|---11--------|----------|---------2|
D|----------|----------|----------|------14\11-9|----------|-----2h4--|
A|7----6----|4---------|9---------|7------------|7---------|----------|
E|----------|-----2----|-----7----|-------------|-----7----|2---------|

G|----------|--/9--/9--/9|
D|----------|------------|
A|9---------|7-----------|
E|-----7----|------------|

Chorus 

G|----------|-----------|----------|----------|-----------|--9-7-6----|
D|----------|-----------|----------|----------|-----------|--------9\-|
A|5--5------|7--7--7--7-|5--5------|7--5--4--2|---4--7--4-|7---------2|
E|------5--5|-----------|------5--5|----------|5----------|-----------|

Verse 2

G|------|---11----------|------|---8/9-6---|------|---11----------|
D|------|------14-11----|------|---------9-|------|------14-11----|
A|7-----|------------14-|9-----|7----------|7-----|------------14-|
E|---7--|2--------------|---7--|-----------|---7--|2--------------|

G|------|---/9-/9-/9--|
D|------|-------------|
A|9-----|7------------|
E|---7--|-------------|


Chorus
                    
G|--------|--------|--------|--------|-----------|--------|
D|--------|--------|--------|--------|-----------|--------|
A|5-5-----|7-7-7-7-|5-5-----|7-7-7-7-|--4--7--4--|7-7-7-7-|
E|----5-5-|--------|----5-5-|--------|5----------|--------|


""Do you need anybody...""

G|--------|---------|--------|----------|----------------|
D|---11---|9--------|--------|----------|----------------|
A|--------|---7--9--|7--6-4--|7-7--5-5--|----------------|
E|9-------|---------|--------|----------|5-(0)-5-5-(0)-5-|

Note: play the 0s in brackets the second time only.


End

G|----|----|----------|----------|-----|
D|----|7---|----------|----------|-----|
A|5---|----|----------|----------|-----|
E|----|----|3-3-3-2-3-|5-5-5-0-5-|0----|

	  ",,echords,,,bass
,,,http://www.e-chords.com/chords/the-beatles/with-a-little-help-from-my-friends/keyboard,With a Little Help from my Friends ,,,Expert,"
	   <u>A</u>              <u>E</u> 
What would you think 
     <u>Bm</u> 
If i sang out of tune 
           <u>E</u> 
would you stand up 
                  <u>A</u> 
And walk out on me 
 <u>A</u>           <u>E</u> 
Lend me your ears 
         <u>Bm7</u> 
And i'll sing you a song 
          <u>E</u>                    <u>A</u> 
And i'll try not to sing out of key 

           <u>G</u> 
Oh, i get by 
              <u>D</u>             <u>A</u> 
With a little help from my friends 
mm, i get high 
With a little help from my friends 
mm, gonna try 

                                   <u>E</u> 
With a little help from my friends 


What do i do 
When my love is away 
Does it worry you 
To be alone? 
How do feel 
By the end of the day 
Are you sad 
Because you're on your own 


No, i get by 
With a little help from my friends 
mm, i get high 
With a little help from my friends 
mm, gonna try 
With a little help from my friends 

       <u>F#m</u>      <u>B7/4</u> 
Do you need anybody? 

   <u>A</u>        <u>G</u>       <u>D</u> 
I need somebody to love 
Could it be anybody? 
I want somebody to love 

Would you believe 
In a love at first sight 
Yes i'm certain 
That it happens all the time 
What do you see 
When you turn out the light? 
I can't tell you but i know it's mine 


Oh, i get by with a little help from my friends 
mm, get high with a little help from my friends 
mm, i'm gonna try With a little help from my friends 


Do you need anybody? 
I just need someone to love 
Could it be anybody? 
I want somebody to love 


Oh, i get by with a little help from my friends 
mm, i'm gonna try With a little help from my friends 
Oh, i get by with a little help from my friends 
           <u>G</u>                
Yes, i get by with a little help from my  
   <u>D</u> 
Friends 
                           <u>F</u>     <u>G</u>  <u>A</u>  
With a little help from my friends 
	  ",,echords,gustsilva,,chords
,,,http://www.e-chords.com/chords/the-beatles/with-a-little-help-from-my-friends,With a Little Help from my Friends ,,,Expert,"
	   <u>A</u>              <u>E</u> 
What would you think 
     <u>Bm</u> 
If i sang out of tune 
           <u>E</u> 
would you stand up 
                  <u>A</u> 
And walk out on me 
 <u>A</u>           <u>E</u> 
Lend me your ears 
         <u>Bm7</u> 
And i'll sing you a song 
          <u>E</u>                    <u>A</u> 
And i'll try not to sing out of key 

           <u>G</u> 
Oh, i get by 
              <u>D</u>             <u>A</u> 
With a little help from my friends 
mm, i get high 
With a little help from my friends 
mm, gonna try 

                                   <u>E</u> 
With a little help from my friends 


What do i do 
When my love is away 
Does it worry you 
To be alone? 
How do feel 
By the end of the day 
Are you sad 
Because you're on your own 


No, i get by 
With a little help from my friends 
mm, i get high 
With a little help from my friends 
mm, gonna try 
With a little help from my friends 

       <u>F#m</u>      <u>B7/4</u> 
Do you need anybody? 

   <u>A</u>        <u>G</u>       <u>D</u> 
I need somebody to love 
Could it be anybody? 
I want somebody to love 

Would you believe 
In a love at first sight 
Yes i'm certain 
That it happens all the time 
What do you see 
When you turn out the light? 
I can't tell you but i know it's mine 


Oh, i get by with a little help from my friends 
mm, get high with a little help from my friends 
mm, i'm gonna try With a little help from my friends 


Do you need anybody? 
I just need someone to love 
Could it be anybody? 
I want somebody to love 


Oh, i get by with a little help from my friends 
mm, i'm gonna try With a little help from my friends 
Oh, i get by with a little help from my friends 
           <u>G</u>                
Yes, i get by with a little help from my  
   <u>D</u> 
Friends 
                           <u>F</u>     <u>G</u>  <u>A</u>  
With a little help from my friends 
	  ",,echords,gustsilva,,chords
,,,http://www.e-chords.com/chords/the-beatles/with-a-little-help-from-my-friend,With a little help from my friend ,,,Expert,"
	  <b>INTRO</b>: <u>C</u> <u>D</u> <u>E</u> 
 
  <u>E</u>              <u>B</u>        <u>F#m</u> 
What would you think if I sang out of tune? 
                        <u>B</u>           <u>E</u> 
Would you stand up and walk out on me 
             <u>B</u>             <u>F#m</u> 
Lend me your ears and I'll sing you a song 
                     <u>B</u>           <u>E</u> 
And I'll try not to sing out of key 
 
           <u>D</u>                <u>A</u>             <u>E</u> 
Oh, I get by with a little help from my friends 
           <u>D</u>                  <u>A</u>             <u>E</u> 
Oh, I get high with a little help from my friends 
        <u>A</u>                              <u>E</u>    <u>B</u> 
Gonna try with a little help from my friends 
 
What do I do when my love is away? 
Does it worry you to be alone? 
How do I feel by the end of the day? 
Are you sad because you're on your own? 
 
       <u>C#m</u>      <u>F#</u> 
Do you need anybody? 
   <u>E</u>        <u>D</u>       <u>A</u> 
I need somebody to love 
         <u>C#m</u>    <u>F#</u> 
Could it be anybody? 
   <u>E</u>        <u>D</u>       <u>A</u> 
I want somebody to love 
 
Would you believe in a love at first sight? 
Yes I'm certain that it happens all the time 
What do you see when you turn out the light? 
I can't tell you, but I know it's mine 
 
            <u>D</u>                              <u>A</u> 
Yes, I get by with a little help from my friends 
                             <u>C</u>    <u>D</u> <u>E</u> 
With a little help from my friends 

	  ",,echords,DanteF,,chords
,,,http://www.e-chords.com/chords/the-beatles/with-a-litle-help-from-my-friends,With A Litle Help From My Friends ,,,Expert,"
	   <u>C</u>             <u>G</u>       <u>Dm</u> 
What would you do if I sang out of tune  
           <u>G7</u>                      <u>C</u> 
would you stand up and walk out on me? 
              <u>G</u>             <u>Dm</u> 
Lend me your ears and I'll sing you a song 
         <u>G7</u>                      <u>C</u> 
and I'll try not to sing out of key. Oh.. 
  
        <u>Bb</u>               <u>F</u>            <u>C</u> 
  I get by with a little help from my friends. Mm, I get 
  <u>Bb</u>                 <u>F</u>            <u>C</u> 
  high with a little help from my friends. Mm, I'm gonna 
  <u>Bb</u>                <u>F</u>            <u>C</u>  
  try with a little help from my friends. 
 <u>C</u>        <u>G</u>           <u>Dm</u> 
What do I do when my love is away, 
         <u>G7</u>               <u>C</u> 
does it worry you to be alone? 
          <u>G</u>          <u>Dm</u> 
How do I feel by the end of the day, 
         <u>G7</u>                        <u>C</u> 
are you sad because you're on your own? No.. 
Chorus 
  <u>C</u>      <u>Am7</u>     <u>D7</u>      <u>C</u>         <u>Bb</u>     <u>F</u> 
  Do you need anybody? I need somebody to love. Could it 
  <u>Am</u>    <u>D7</u>      <u>C</u>        <u>Bb</u>       <u>F</u> 
  be anybody? I want somebody to love. 
 <u>C</u>           <u>G</u>          <u>Dm</u> 
Would you believe in a love at first sight? 
          <u>G7</u>                       <u>C</u> 
Yes, I'm certain that it happens all the time. 
             <u>G</u>            <u>Dm</u> 
What do you see when you turn out the light? 
         <u>G7</u>                       <u>C</u> 
I can't tell you but I know it's mine. Oh.. 
Chorus 

	  ",C,echords,,,chords
,,,http://www.e-chords.com/harmonics/the-beatles/with-a-little-help-from-my-friend,With a little help from my friend ,,,Expert,"
	  5    -5   6    6   -5 5  -4   5  -5  -5 
What would you think if I sang out of tune, 
 
  -5  -5     5  -4  -4  -4  4   -4  5 
Would you stand up and walk out on me ? 
 
  5  -5  6    6   -5   5    -4  5  -5  -5 
Lend me your ears and I'll sing you a song 
 
-5   -5   5  -4  -4  -4  4  -4   5 
And I'll try not to sing out of key. 
 
 6  4  5  -4  4   4  4   4   4    4    4    4 
Oh, I get by with a lit-tle help from my friends 
 
 6  4  5   -4   4   4  4   4    4    4   4    4 
Mm, I get high with a lit-tle help from my friends 
 
 6   4  5  -4   4   4  4   4    4    4   4    4 
Mm, gon-na try with a lit-tle help from my friends 

	  ",,echords,DanteF,,harmonics
,,,http://www.e-chords.com/chords/the-beatles/with-a-little-help-from-my-friend/keyboard,With a little help from my friend ,,,Expert,"
	  <b>INTRO</b>: <u>C</u> <u>D</u> <u>E</u> 
 
  <u>E</u>              <u>B</u>        <u>F#m</u> 
What would you think if I sang out of tune? 
                        <u>B</u>           <u>E</u> 
Would you stand up and walk out on me 
             <u>B</u>             <u>F#m</u> 
Lend me your ears and I'll sing you a song 
                     <u>B</u>           <u>E</u> 
And I'll try not to sing out of key 
 
           <u>D</u>                <u>A</u>             <u>E</u> 
Oh, I get by with a little help from my friends 
           <u>D</u>                  <u>A</u>             <u>E</u> 
Oh, I get high with a little help from my friends 
        <u>A</u>                              <u>E</u>    <u>B</u> 
Gonna try with a little help from my friends 
 
What do I do when my love is away? 
Does it worry you to be alone? 
How do I feel by the end of the day? 
Are you sad because you're on your own? 
 
       <u>C#m</u>      <u>F#</u> 
Do you need anybody? 
   <u>E</u>        <u>D</u>       <u>A</u> 
I need somebody to love 
         <u>C#m</u>    <u>F#</u> 
Could it be anybody? 
   <u>E</u>        <u>D</u>       <u>A</u> 
I want somebody to love 
 
Would you believe in a love at first sight? 
Yes I'm certain that it happens all the time 
What do you see when you turn out the light? 
I can't tell you, but I know it's mine 
 
            <u>D</u>                              <u>A</u> 
Yes, I get by with a little help from my friends 
                             <u>C</u>    <u>D</u> <u>E</u> 
With a little help from my friends 

	  ",,echords,DanteF,,chords
,,,http://www.e-chords.com/chords/the-beatles/why-dont-we-do-it-in-the-road,Why Don´T We Do It In The Road ,,,Expert,"
	    			<u>D</u>
Why don't we do it in the road?

Why don't we do it in the road?
<u>D7</u>			<u>G</u>
Why don't we do it in the road?
<u>G7</u>			<u>D7</u>
Why don't we do it in the road?
<u>A7</u>
No one will be watching us,
<u>G7</u>			<u>D7</u>
Why don't we do it in the road?

Repeat three times


_______________________________________________________
Contribuição: (lhammas@ig.com.br)
	  ",,echords,,,chords
,,,http://www.e-chords.com/tabs/the-beatles/wild-honey-pie,Wild Honey Pie ,,,Intermediate,"
	  capo 1.
e-7---0---7---0---5---0---5---0---4-4-4-4-3-3-3-3-2-2-2-2-1-1-1-1
b---0---0---0---0---0---0---0------------------------------------
g-7---7---7---7---5---5---5---5---4-4-4-4-3-3-3-3-2-2-2-2-1-1-1-1
d----------------------------------------------------------------
a----------------------------------------------------------------
E----------------------------------------------------------------
---lots of other noises------->

Do that once then sing on the second bit

 Honey pieeeeeeeeeeeeeeeeee honey pieeeeeeeeeeeeeeeeeeeeeeeeeeeeee
work out the timing yourself because my tea is ready. 
 
thats it.       just mess about and scream a tad


_______________________________________________________
Contribuição: (lhammas@ig.com.br)
	  ",,echords,,,tab
,,,http://www.e-chords.com/chords/the-beatles/with-a-litle-help-from-my-friends/keyboard,With A Litle Help From My Friends ,,,Expert,"
	   <u>C</u>             <u>G</u>       <u>Dm</u> 
What would you do if I sang out of tune  
           <u>G7</u>                      <u>C</u> 
would you stand up and walk out on me? 
              <u>G</u>             <u>Dm</u> 
Lend me your ears and I'll sing you a song 
         <u>G7</u>                      <u>C</u> 
and I'll try not to sing out of key. Oh.. 
  
        <u>Bb</u>               <u>F</u>            <u>C</u> 
  I get by with a little help from my friends. Mm, I get 
  <u>Bb</u>                 <u>F</u>            <u>C</u> 
  high with a little help from my friends. Mm, I'm gonna 
  <u>Bb</u>                <u>F</u>            <u>C</u>  
  try with a little help from my friends. 
 <u>C</u>        <u>G</u>           <u>Dm</u> 
What do I do when my love is away, 
         <u>G7</u>               <u>C</u> 
does it worry you to be alone? 
          <u>G</u>          <u>Dm</u> 
How do I feel by the end of the day, 
         <u>G7</u>                        <u>C</u> 
are you sad because you're on your own? No.. 
Chorus 
  <u>C</u>      <u>Am7</u>     <u>D7</u>      <u>C</u>         <u>Bb</u>     <u>F</u> 
  Do you need anybody? I need somebody to love. Could it 
  <u>Am</u>    <u>D7</u>      <u>C</u>        <u>Bb</u>       <u>F</u> 
  be anybody? I want somebody to love. 
 <u>C</u>           <u>G</u>          <u>Dm</u> 
Would you believe in a love at first sight? 
          <u>G7</u>                       <u>C</u> 
Yes, I'm certain that it happens all the time. 
             <u>G</u>            <u>Dm</u> 
What do you see when you turn out the light? 
         <u>G7</u>                       <u>C</u> 
I can't tell you but I know it's mine. Oh.. 
Chorus 

	  ",C,echords,,,chords
,,,http://www.e-chords.com/harmonics/the-beatles/why-dont-we-do-it-in-the-road,Why Don´T We Do It In The Road ,,,nolevel,"
	   -7   7   -7  6    5   -6 
the long and wind-ing road 

 -6   6    -6  -7   -6 
that leads to your door 

 -6   -7  7  6   5  -6 
will nev-er dis-ap-pear 

-5    -5   -5   6   -6   6 
i've seen that road be-fore 

-6 -7  7     6    5  -6 
it al-ways leads me here 

 -6  -6 -7   7   7 
lead me to your door 

 7  7  7     7    -8  7  -6 
man-y times i've been a-lone 

 4   5  6   4     5    6 
and man-y times i've cried 

 7 7  7   -6     -8  7  -6 
an-y-way you'll nev-er know 

 -5  5  6  4    5     6 
the man-y ways i've tried 

 6    7    -7   6   5  -6 
but still they lead me back 

-6  5    6   -6  -7   -6 
to the long wind-ing road 

-6   -7   7   6    5   -6 
you left me stand-ing here 

-5  -5  -5    6 -6  6 
a long,long time a-go 

 -6    -7   7    6    5   -6 
don't leave me stand-ing here 

 -6  -6 -7   7   7 
lead me to your door 
	  ",,echords,P!ATD,,harmonics
,,,http://www.e-chords.com/chords/the-beatles/why-dont-we-do-it-in-the-road/keyboard,Why Don´T We Do It In The Road ,,,Expert,"
	    			<u>D</u>
Why don't we do it in the road?

Why don't we do it in the road?
<u>D7</u>			<u>G</u>
Why don't we do it in the road?
<u>G7</u>			<u>D7</u>
Why don't we do it in the road?
<u>A7</u>
No one will be watching us,
<u>G7</u>			<u>D7</u>
Why don't we do it in the road?

Repeat three times


_______________________________________________________
Contribuição: (lhammas@ig.com.br)
	  ",,echords,,,chords
,,,http://www.e-chords.com/chords/the-beatles/why-cant-you-love-me-again,Why (can't You Love Me Again) ,,,nolevel,"
	   

<u>A</u>             <u>G</u> 
Doo-n' doo-n' doo 
<u>A</u>             <u>G</u> 
Doo-n' doo-n' doo 
<u>A</u>             <u>G</u>    <u>E</u> 
Doo-n' doo-n' doo doo ooh 

<u>A</u>    <u>C#m</u>          <u>Bm</u>      <u>E</u>    
Why, why can't you love me again? 
<u>A</u>    <u>C#m</u>          <u>Bm</u>    <u>E</u>    
Why, why are you shy of love? 
 <u>A</u>          <u>A7</u>              <u>D</u>       <u>Dm</u> 
If you only knew how much I love you 
<u>A</u>             <u>E</u>       <u>A</u> 
Why can't you love me again? 

Why, why don't you open your heart? 
Why, why are you so far apart? 
If you only knew how much I love you 
Why can't you love me again? 

<u>D</u>                            <u>A</u>                   
I just want your lovin' arms around me, yeah 
<u>E7</u> 
I've gotta find a way to make you take me back 

Baby, won't you tell me 


Why, why, why, why are we so far apart? 
Why, why don't you open your heart? 
If you only knew how much I love you 
Why can't you love me again? 

I just want your lovin' arms around me, yeah 
I've gotta find a way to make you take me back 
Baby won't you tell me 

Why, why, why, why are we so far apart? 
Why, why don't you open your heart? 
If you only knew how much I love you 
<u>A</u>             <u>E</u>     
Why can't you love me 
<u>A</u>             <u>E</u>     
Why can't you love me 
<u>A</u>             <u>E</u>       <u>A</u>      <u>F</u>     <u>A</u> 
Why can't you love me again? 
	  ",A,echords,yyyonii,,chords
,,,http://www.e-chords.com/tabs/the-beatles/while-my-guitar-gently-weeps-rhythm,While my guitar gently weeps rhythm ,,,Expert,"
	  While my guitar gently weeps, rhythm guitar 
 
Goes something like A,A,A,B,B,A,A,B,B? 
 
Section A: 
Am	Am/G	  Am6 	  Fmaj7    Am	       G	      D 
e---------5---------5---------5--------0-------0---------3-------2---------- 
B--------5---------5---------5--------1--------1--------0-------3---------- 
G--------5---------5---------5--------2--------2--------0-------2---------- 
D--------7---------5---------4--------3--------2--------0-------0---------- 
A------------------------------------------------0--------2------------------ 
E------------------------------------------------0--------3------------------- 
 
 
Section B 
	A	Amaj7	      F#m	A	Bm	  E 
e--------0-----------0---------2------------0-------2---------0------------- 
B--------2-----------2---------2------------2-------3---------0------------- 
G--------2-----------1---------2------------2-------4---------1------------- 
D--------2-----------2---------4------------2-------4---------2------------- 
A--------0-----------0---------4------------0-------2---------2-------------- 
E--------0-----------0---------2------------0-------2---------0-------------- 
 
 
 
 

	  ",,echords,celondir,,tab
,,,http://www.e-chords.com/chords/the-beatles/why-cant-you-love-me-again/keyboard,Why (can't You Love Me Again) ,,,nolevel,"
	   

<u>A</u>             <u>G</u> 
Doo-n' doo-n' doo 
<u>A</u>             <u>G</u> 
Doo-n' doo-n' doo 
<u>A</u>             <u>G</u>    <u>E</u> 
Doo-n' doo-n' doo doo ooh 

<u>A</u>    <u>C#m</u>          <u>Bm</u>      <u>E</u>    
Why, why can't you love me again? 
<u>A</u>    <u>C#m</u>          <u>Bm</u>    <u>E</u>    
Why, why are you shy of love? 
 <u>A</u>          <u>A7</u>              <u>D</u>       <u>Dm</u> 
If you only knew how much I love you 
<u>A</u>             <u>E</u>       <u>A</u> 
Why can't you love me again? 

Why, why don't you open your heart? 
Why, why are you so far apart? 
If you only knew how much I love you 
Why can't you love me again? 

<u>D</u>                            <u>A</u>                   
I just want your lovin' arms around me, yeah 
<u>E7</u> 
I've gotta find a way to make you take me back 

Baby, won't you tell me 


Why, why, why, why are we so far apart? 
Why, why don't you open your heart? 
If you only knew how much I love you 
Why can't you love me again? 

I just want your lovin' arms around me, yeah 
I've gotta find a way to make you take me back 
Baby won't you tell me 

Why, why, why, why are we so far apart? 
Why, why don't you open your heart? 
If you only knew how much I love you 
<u>A</u>             <u>E</u>     
Why can't you love me 
<u>A</u>             <u>E</u>     
Why can't you love me 
<u>A</u>             <u>E</u>       <u>A</u>      <u>F</u>     <u>A</u> 
Why can't you love me again? 
	  ",A,echords,yyyonii,,chords
